Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,03-03-2022,Delhi,Cochin,06:05:00,09:25 04 ,27h 20m,1 stop,14042
Jet Airways,24-05-2022,Banglore,Delhi,11:10:00,14:05,2h 55m,non-stop,4030
Jet Airways,06-06-2022,Kolkata,Banglore,18:55:00,12:00 07 ,17h 5m,1 stop,10844
IndiGo,06-05-2022,Kolkata,Banglore,21:25:00,00:05 07 ,2h 40m,non-stop,4804
Multiple carriers,27-05-2022,Delhi,Cochin,17:30:00,01:30 28 ,8h,1 stop,7308
IndiGo,12-05-2022,Banglore,Delhi,16:55:00,19:55,3h,non-stop,4823
Jet Airways,24-06-2022,Delhi,Cochin,09:00:00,12:35 25 ,27h 35m,1 stop,10262
Jet Airways,27-05-2022,Delhi,Cochin,20:55:00,04:25 28 ,7h 30m,1 stop,12898
Air India,12-03-2022,Banglore,New Delhi,17:25:00,16:20 13 ,22h 55m,2 stops,12778
IndiGo,03-03-2022,Delhi,Cochin,04:45:00,13:20,8h 35m,1 stop,14871
Air India,21-03-2022,Delhi,Cochin,13:20:00,19:15 22 ,29h 55m,2 stops,8708
Jet Airways,06-06-2022,Kolkata,Banglore,20:00:00,18:15 07 ,22h 15m,1 stop,10844
SpiceJet,06-03-2022,Mumbai,Hyderabad,05:45:00,07:05,1h 20m,non-stop,4129
IndiGo,18-05-2022,Kolkata,Banglore,21:25:00,00:05 19 ,2h 40m,non-stop,4804
Jet Airways,06-05-2022,Banglore,Delhi,08:20:00,11:20,3h,non-stop,7229
Jet Airways,21-03-2022,Banglore,New Delhi,07:00:00,19:10,12h 10m,1 stop,7832
SpiceJet,18-03-2022,Chennai,Kolkata,09:30:00,12:05,2h 35m,non-stop,3859
Multiple carriers,06-06-2022,Delhi,Cochin,07:30:00,19:15,11h 45m,1 stop,9001
Vistara,09-05-2022,Banglore,Delhi,17:00:00,19:35,2h 35m,non-stop,4878
IndiGo,03-05-2022,Mumbai,Hyderabad,02:35:00,04:05,1h 30m,non-stop,2754
Vistara,27-06-2022,Banglore,Delhi,07:00:00,09:40,2h 40m,non-stop,4668
Air Asia,12-05-2022,Kolkata,Banglore,10:20:00,12:55,2h 35m,non-stop,5216
Jet Airways,06-06-2022,Delhi,Cochin,05:30:00,04:25 07 ,22h 55m,2 stops,10368
IndiGo,09-03-2022,Delhi,Cochin,06:40:00,21:20,14h 40m,2 stops,8146
Jet Airways,27-03-2022,Delhi,Cochin,13:00:00,04:25 28 ,15h 25m,1 stop,12242
Jet Airways,15-03-2022,Banglore,New Delhi,08:00:00,15:15,7h 15m,1 stop,9134
Air India,06-06-2022,Delhi,Cochin,13:15:00,09:25 07 ,20h 10m,2 stops,10939
Air India,06-06-2022,Delhi,Cochin,10:55:00,07:40 07 ,20h 45m,2 stops,11753
SpiceJet,24-04-2022,Kolkata,Banglore,17:10:00,19:40,2h 30m,non-stop,4174
Jet Airways,21-05-2022,Kolkata,Banglore,20:00:00,19:50 22 ,23h 50m,1 stop,10844
Jet Airways,03-06-2022,Delhi,Cochin,16:00:00,19:00 04 ,27h,1 stop,14714
Jet Airways,12-06-2022,Kolkata,Banglore,06:30:00,12:00,5h 30m,1 stop,9899
IndiGo,03-03-2022,Delhi,Cochin,09:10:00,21:00,11h 50m,1 stop,14871
IndiGo,06-03-2022,Chennai,Kolkata,13:20:00,15:35,2h 15m,non-stop,7295
Air India,06-06-2022,Delhi,Cochin,18:45:00,19:15 07 ,24h 30m,2 stops,13465
SpiceJet,21-05-2022,Chennai,Kolkata,17:45:00,20:05,2h 20m,non-stop,3543
Multiple carriers,27-06-2022,Delhi,Cochin,19:00:00,01:30 28 ,6h 30m,1 stop,7198
Jet Airways,01-06-2022,Delhi,Cochin,08:00:00,04:25 02 ,20h 25m,1 stop,10262
IndiGo,15-03-2022,Kolkata,Banglore,15:20:00,17:55,2h 35m,non-stop,4148
Jet Airways,27-06-2022,Banglore,Delhi,15:15:00,18:10,2h 55m,non-stop,8016
Jet Airways,09-06-2022,Delhi,Cochin,22:50:00,04:25 10 ,5h 35m,1 stop,10262
SpiceJet,15-06-2022,Kolkata,Banglore,14:55:00,17:25,2h 30m,non-stop,3841
Jet Airways,12-03-2022,Banglore,New Delhi,09:45:00,00:30 13 ,14h 45m,1 stop,11507
Jet Airways,01-05-2022,Kolkata,Banglore,08:25:00,20:45,12h 20m,1 stop,14781
Jet Airways,27-05-2022,Delhi,Cochin,17:30:00,19:00 28 ,25h 30m,1 stop,16079
Jet Airways,27-05-2022,Delhi,Cochin,22:50:00,04:25 28 ,5h 35m,1 stop,12898
Multiple carriers,06-03-2022,Delhi,Cochin,07:30:00,19:15,11h 45m,1 stop,15353
IndiGo,24-03-2022,Banglore,New Delhi,18:25:00,21:20,2h 55m,non-stop,7303
SpiceJet,24-03-2022,Kolkata,Banglore,15:05:00,20:45,5h 40m,1 stop,6197
Air India,09-06-2022,Kolkata,Banglore,09:10:00,13:15,4h 5m,1 stop,8996
IndiGo,21-03-2022,Delhi,Cochin,14:20:00,22:20,8h,1 stop,6528
GoAir,09-04-2022,Banglore,Delhi,20:55:00,23:40,2h 45m,non-stop,4239
IndiGo,12-03-2022,Kolkata,Banglore,20:25:00,23:05,2h 40m,non-stop,4148
SpiceJet,24-05-2022,Banglore,Delhi,21:10:00,00:05 25 ,2h 55m,non-stop,3971
Air Asia,06-05-2022,Kolkata,Banglore,07:35:00,23:30,15h 55m,1 stop,5192
Jet Airways,09-04-2022,Delhi,Cochin,13:25:00,12:35 10 ,23h 10m,2 stops,9483
Jet Airways,03-06-2022,Delhi,Cochin,11:40:00,19:00,7h 20m,2 stops,18804
Air India,18-06-2022,Delhi,Cochin,05:10:00,08:00,2h 50m,non-stop,5201
Jet Airways,27-05-2022,Delhi,Cochin,11:30:00,19:00,7h 30m,1 stop,16079
Jet Airways,15-06-2022,Banglore,Delhi,19:50:00,22:50,3h,non-stop,7229
Multiple carriers,27-05-2022,Delhi,Cochin,17:45:00,01:30 28 ,7h 45m,1 stop,6795
Jet Airways,09-05-2022,Kolkata,Banglore,09:35:00,10:55 10 ,25h 20m,1 stop,10953
Multiple carriers,24-06-2022,Delhi,Cochin,15:05:00,01:30 25 ,10h 25m,2 stops,15965
Air India,09-04-2022,Delhi,Cochin,12:55:00,19:15 10 ,30h 20m,2 stops,9968
IndiGo,06-06-2022,Kolkata,Banglore,22:15:00,00:50 07 ,2h 35m,non-stop,4804
Jet Airways,27-05-2022,Delhi,Cochin,10:00:00,19:00,9h,1 stop,16079
Jet Airways,12-06-2022,Delhi,Cochin,21:25:00,12:35 13 ,15h 10m,2 stops,11507
Air India,09-06-2022,Kolkata,Banglore,09:25:00,13:45 10 ,28h 20m,2 stops,11542
Jet Airways,24-04-2022,Banglore,Delhi,17:45:00,20:45,3h,non-stop,7229
Jet Airways,27-04-2022,Banglore,Delhi,06:00:00,08:45,2h 45m,non-stop,4544
IndiGo,15-05-2022,Delhi,Cochin,05:10:00,10:05,4h 55m,1 stop,6496
IndiGo,15-06-2022,Kolkata,Banglore,21:25:00,00:05 16 ,2h 40m,non-stop,4804
Air India,01-03-2022,Banglore,New Delhi,11:05:00,09:15 02 ,22h 10m,1 stop,13439
Jet Airways,27-03-2022,Delhi,Cochin,18:15:00,04:25 28 ,10h 10m,1 stop,6540
IndiGo,01-06-2022,Banglore,Delhi,23:30:00,02:20 02 ,2h 50m,non-stop,4591
IndiGo,18-03-2022,Banglore,New Delhi,16:15:00,20:35,4h 20m,1 stop,4437
Air Asia,21-03-2022,Delhi,Cochin,20:10:00,07:10 22 ,11h,1 stop,6151
Jet Airways,21-06-2022,Banglore,Delhi,17:45:00,20:45,3h,non-stop,7754
Jet Airways,24-06-2022,Delhi,Cochin,14:00:00,12:35 25 ,22h 35m,1 stop,10262
Jet Airways,09-06-2022,Banglore,Delhi,18:55:00,22:00,3h 5m,non-stop,8016
SpiceJet,24-03-2022,Kolkata,Banglore,06:55:00,09:35,2h 40m,non-stop,4781
Vistara,27-06-2022,Banglore,Delhi,11:30:00,14:20,2h 50m,non-stop,4668
Air India,06-03-2022,Banglore,New Delhi,11:50:00,08:55 07 ,21h 5m,1 stop,14594
Jet Airways,24-03-2022,Kolkata,Banglore,16:55:00,04:45 25 ,11h 50m,1 stop,14231
Air India,15-05-2022,Delhi,Cochin,05:15:00,06:50 16 ,25h 35m,1 stop,8425
Multiple carriers,12-06-2022,Delhi,Cochin,07:05:00,22:30,15h 25m,1 stop,9646
IndiGo,03-03-2022,Chennai,Kolkata,14:40:00,17:05,2h 25m,non-stop,7295
Air Asia,09-04-2022,Kolkata,Banglore,06:50:00,10:30,3h 40m,1 stop,5162
IndiGo,09-03-2022,Banglore,New Delhi,18:25:00,21:20,2h 55m,non-stop,6860
Vistara,15-04-2022,Delhi,Cochin,06:00:00,09:10,3h 10m,non-stop,6216
Air Asia,24-05-2022,Kolkata,Banglore,07:35:00,19:25,11h 50m,1 stop,5192
IndiGo,09-04-2022,Banglore,Delhi,20:00:00,22:50,2h 50m,non-stop,4823
SpiceJet,03-04-2022,Banglore,Delhi,09:30:00,12:20,2h 50m,non-stop,3919
IndiGo,03-06-2022,Mumbai,Hyderabad,19:05:00,20:35,1h 30m,non-stop,2754
Multiple carriers,09-05-2022,Delhi,Cochin,07:30:00,19:00,11h 30m,1 stop,9315
Multiple carriers,27-03-2022,Delhi,Cochin,10:00:00,18:50,8h 50m,1 stop,11667
Jet Airways,12-06-2022,Kolkata,Banglore,08:25:00,04:40 13 ,20h 15m,1 stop,6224
Air India,24-03-2022,Kolkata,Banglore,09:25:00,05:35 25 ,20h 10m,2 stops,13349
Jet Airways,18-03-2022,Banglore,New Delhi,16:55:00,09:00 16 ,16h 5m,1 stop,11087
Multiple carriers,06-03-2022,Delhi,Cochin,13:00:00,01:35 07 ,12h 35m,1 stop,15603
Jet Airways,09-05-2022,Delhi,Cochin,19:30:00,12:35 10 ,17h 5m,2 stops,15129
IndiGo,09-04-2022,Banglore,Delhi,16:55:00,19:55,3h,non-stop,4823
Vistara,01-05-2022,Kolkata,Banglore,07:10:00,22:40,15h 30m,1 stop,8452
Multiple carriers,06-06-2022,Delhi,Cochin,07:30:00,19:00,11h 30m,1 stop,12524
SpiceJet,27-03-2022,Chennai,Kolkata,17:45:00,20:05,2h 20m,non-stop,3384
Jet Airways,01-06-2022,Delhi,Cochin,19:15:00,19:00 02 ,23h 45m,1 stop,10262
SpiceJet,18-06-2022,Mumbai,Hyderabad,13:15:00,14:45,1h 30m,non-stop,1965
IndiGo,18-05-2022,Kolkata,Banglore,22:15:00,00:50 19 ,2h 35m,non-stop,4804
Jet Airways,27-05-2022,Delhi,Cochin,18:15:00,19:00 28 ,24h 45m,1 stop,16079
Jet Airways,01-06-2022,Delhi,Cochin,21:25:00,19:00 02 ,21h 35m,2 stops,13292
Air Asia,09-05-2022,Delhi,Cochin,07:55:00,13:25,5h 30m,1 stop,6751
Air India,15-05-2022,Delhi,Cochin,07:00:00,19:15,12h 15m,1 stop,8669
IndiGo,03-03-2022,Delhi,Cochin,17:30:00,01:35 04 ,8h 5m,1 stop,14871
Jet Airways,21-05-2022,Delhi,Cochin,14:00:00,19:00,5h,1 stop,12898
SpiceJet,06-06-2022,Banglore,Delhi,09:30:00,12:20,2h 50m,non-stop,3919
Multiple carriers,01-03-2022,Delhi,Cochin,12:50:00,19:15,6h 25m,1 stop,36983
IndiGo,03-06-2022,Chennai,Kolkata,19:35:00,21:55,2h 20m,non-stop,3597
Air India,09-03-2022,Banglore,New Delhi,17:00:00,19:45,2h 45m,non-stop,10741
Air India,06-06-2022,Kolkata,Banglore,16:50:00,05:35 07 ,12h 45m,2 stops,11432
Jet Airways,12-03-2022,Banglore,New Delhi,18:55:00,10:45 13 ,15h 50m,1 stop,11087
Jet Airways,03-06-2022,Delhi,Cochin,09:35:00,12:35 04 ,27h,2 stops,13292
Air India,15-06-2022,Delhi,Cochin,05:15:00,07:40 16 ,26h 25m,3 stops,10493
GoAir,09-03-2022,Banglore,New Delhi,07:45:00,10:40,2h 55m,non-stop,7631
Air India,06-06-2022,Delhi,Cochin,06:50:00,07:40 07 ,24h 50m,2 stops,13381
Jet Airways,06-06-2022,Kolkata,Banglore,20:00:00,04:40 07 ,8h 40m,1 stop,13731
Air India,21-05-2022,Delhi,Cochin,05:55:00,07:40 22 ,25h 45m,2 stops,11911
IndiGo,18-04-2022,Banglore,Delhi,23:30:00,02:20 19 ,2h 50m,non-stop,4591
Multiple carriers,03-06-2022,Delhi,Cochin,13:00:00,19:15,6h 15m,1 stop,14848
Multiple carriers,12-06-2022,Delhi,Cochin,08:45:00,19:15,10h 30m,1 stop,8266
Air India,18-05-2022,Delhi,Cochin,17:15:00,19:15 19 ,26h,2 stops,12392
Jet Airways,12-06-2022,Kolkata,Banglore,18:55:00,12:00 13 ,17h 5m,1 stop,13044
Jet Airways,21-05-2022,Delhi,Cochin,07:05:00,04:25 22 ,21h 20m,1 stop,12898
Jet Airways,21-03-2022,Delhi,Cochin,22:50:00,04:25 22 ,5h 35m,1 stop,12242
IndiGo,18-05-2022,Banglore,Delhi,10:10:00,13:00,2h 50m,non-stop,3943
Vistara,24-03-2022,Kolkata,Banglore,20:20:00,22:10 25 ,25h 50m,1 stop,11105
Jet Airways,12-05-2022,Kolkata,Banglore,21:10:00,09:20 13 ,12h 10m,1 stop,14388
Jet Airways,18-05-2022,Delhi,Cochin,19:30:00,12:35 19 ,17h 5m,2 stops,13014
Multiple carriers,06-03-2022,Delhi,Cochin,10:20:00,18:50,8h 30m,1 stop,15411
Jet Airways,09-03-2022,Delhi,Cochin,19:45:00,18:50 10 ,23h 5m,1 stop,16289
IndiGo,15-05-2022,Delhi,Cochin,06:50:00,16:10,9h 20m,1 stop,6442
Jet Airways,18-05-2022,Kolkata,Banglore,08:25:00,16:20,7h 55m,1 stop,10844
Jet Airways,18-05-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,5678
IndiGo,12-04-2022,Banglore,Delhi,23:30:00,02:20 13 ,2h 50m,non-stop,6906
SpiceJet,21-05-2022,Chennai,Kolkata,09:45:00,12:00,2h 15m,non-stop,3543
Jet Airways,06-06-2022,Delhi,Cochin,09:00:00,19:00,10h,1 stop,14714
Vistara Premium economy,03-03-2022,Banglore,New Delhi,16:00:00,18:35,2h 35m,non-stop,11793
Multiple carriers,15-05-2022,Delhi,Cochin,11:30:00,19:15,7h 45m,1 stop,14323
SpiceJet,09-04-2022,Banglore,Delhi,21:10:00,00:05 10 ,2h 55m,non-stop,3971
Vistara,06-05-2022,Kolkata,Banglore,20:20:00,22:40 07 ,26h 20m,1 stop,8452
Vistara,12-04-2022,Banglore,Delhi,07:00:00,09:40,2h 40m,non-stop,5403
Multiple carriers,09-05-2022,Delhi,Cochin,10:00:00,21:00,11h,1 stop,13727
Air India,01-04-2022,Kolkata,Banglore,10:00:00,05:25 02 ,19h 25m,2 stops,12639
Jet Airways,18-04-2022,Banglore,Delhi,15:15:00,18:10,2h 55m,non-stop,5198
Vistara,01-06-2022,Banglore,Delhi,19:30:00,22:15,2h 45m,non-stop,4878
Jet Airways,18-05-2022,Delhi,Cochin,19:45:00,19:00 19 ,23h 15m,1 stop,12373
Multiple carriers,03-03-2022,Delhi,Cochin,07:10:00,16:10,9h,1 stop,8552
Vistara,21-04-2022,Delhi,Cochin,14:40:00,17:50,3h 10m,non-stop,6741
Multiple carriers,09-04-2022,Delhi,Cochin,12:50:00,19:15,6h 25m,1 stop,6481
Multiple carriers,06-06-2022,Delhi,Cochin,10:35:00,19:15,8h 40m,1 stop,7354
Air India,21-04-2022,Banglore,Delhi,21:05:00,23:55,2h 50m,non-stop,5228
Jet Airways,12-05-2022,Kolkata,Banglore,08:25:00,20:45,12h 20m,1 stop,10844
IndiGo,18-05-2022,Delhi,Cochin,06:50:00,12:10,5h 20m,1 stop,6347
Air India,15-03-2022,Banglore,New Delhi,08:15:00,12:15,4h,1 stop,5013
Jet Airways,09-06-2022,Kolkata,Banglore,18:55:00,04:40 10 ,9h 45m,1 stop,9663
IndiGo,06-04-2022,Banglore,Delhi,18:25:00,21:20,2h 55m,non-stop,4823
Air India,24-06-2022,Delhi,Cochin,16:55:00,19:15 25 ,26h 20m,2 stops,13381
SpiceJet,01-06-2022,Chennai,Kolkata,09:45:00,12:00,2h 15m,non-stop,3543
Jet Airways,15-05-2022,Kolkata,Banglore,18:55:00,04:40 16 ,9h 45m,1 stop,9663
Jet Airways,01-04-2022,Kolkata,Banglore,18:55:00,19:50 02 ,24h 55m,1 stop,7064
Jet Airways,09-06-2022,Delhi,Cochin,07:05:00,19:00,11h 55m,1 stop,10262
Air India,01-06-2022,Delhi,Cochin,10:55:00,19:15,8h 20m,2 stops,13013
Jet Airways,27-06-2022,Delhi,Cochin,19:10:00,12:35 28 ,17h 25m,2 stops,15339
GoAir,18-04-2022,Banglore,Delhi,11:40:00,14:30,2h 50m,non-stop,4937
IndiGo,06-06-2022,Delhi,Cochin,05:05:00,12:10,7h 5m,1 stop,6818
Air India,18-05-2022,Delhi,Cochin,22:00:00,19:15 19 ,21h 15m,2 stops,10441
Jet Airways,03-04-2022,Delhi,Cochin,14:00:00,19:00,5h,1 stop,5177
IndiGo,27-06-2022,Chennai,Kolkata,11:35:00,14:00,2h 25m,non-stop,3858
IndiGo,18-05-2022,Kolkata,Banglore,21:00:00,02:15 19 ,5h 15m,1 stop,6534
Multiple carriers,15-06-2022,Delhi,Cochin,10:20:00,01:30 16 ,15h 10m,1 stop,6795
Multiple carriers,03-06-2022,Delhi,Cochin,07:30:00,19:15,11h 45m,1 stop,9736
Jet Airways,01-05-2022,Banglore,Delhi,19:50:00,22:50,3h,non-stop,7229
SpiceJet,24-04-2022,Delhi,Cochin,17:55:00,22:50,4h 55m,1 stop,4957
IndiGo,09-03-2022,Banglore,New Delhi,06:00:00,08:45,2h 45m,non-stop,7648
SpiceJet,15-06-2022,Kolkata,Banglore,14:55:00,17:25,2h 30m,non-stop,3873
Jet Airways,12-05-2022,Kolkata,Banglore,18:55:00,04:40 13 ,9h 45m,1 stop,14388
IndiGo,06-03-2022,Kolkata,Banglore,17:15:00,19:55,2h 40m,non-stop,5618
Multiple carriers,09-06-2022,Delhi,Cochin,19:00:00,01:30 10 ,6h 30m,1 stop,7408
Air Asia,03-03-2022,Delhi,Cochin,16:45:00,22:15,5h 30m,1 stop,13774
Vistara,03-05-2022,Banglore,Delhi,07:00:00,09:40,2h 40m,non-stop,4668
Jet Airways,21-03-2022,Delhi,Cochin,18:20:00,04:25 23 ,34h 5m,2 stops,13082
Air India,03-06-2022,Delhi,Cochin,03:50:00,19:15,15h 25m,1 stop,8669
IndiGo,24-06-2022,Delhi,Cochin,16:00:00,01:30 25 ,9h 30m,1 stop,6316
Jet Airways,06-03-2022,Delhi,Cochin,22:20:00,04:25 07 ,6h 5m,1 stop,12583
Vistara,09-03-2022,Banglore,New Delhi,16:10:00,18:50,2h 40m,non-stop,7923
GoAir,03-03-2022,Delhi,Cochin,07:00:00,12:50,5h 50m,1 stop,7378
Vistara,03-06-2022,Banglore,Delhi,19:30:00,22:15,2h 45m,non-stop,4878
Jet Airways,18-05-2022,Kolkata,Banglore,16:30:00,19:50 19 ,27h 20m,1 stop,10844
Jet Airways,03-04-2022,Banglore,Delhi,08:20:00,11:20,3h,non-stop,7229
SpiceJet,21-05-2022,Delhi,Cochin,06:05:00,11:20,5h 15m,1 stop,6297
Jet Airways,12-06-2022,Kolkata,Banglore,20:00:00,12:00 13 ,16h,1 stop,8529
Multiple carriers,18-05-2022,Delhi,Cochin,14:00:00,21:00,7h,1 stop,13727
SpiceJet,24-05-2022,Kolkata,Banglore,08:35:00,17:15,8h 40m,1 stop,6643
Multiple carriers,09-05-2022,Delhi,Cochin,10:00:00,19:00,9h,1 stop,10197
SpiceJet,21-04-2022,Kolkata,Banglore,22:20:00,00:40 22 ,2h 20m,non-stop,4911
IndiGo,06-03-2022,Chennai,Kolkata,05:15:00,07:35,2h 20m,non-stop,6482
Jet Airways,01-03-2022,Banglore,New Delhi,08:55:00,15:15,6h 20m,1 stop,26890
IndiGo,18-05-2022,Kolkata,Banglore,19:20:00,23:45,4h 25m,1 stop,3717
IndiGo,01-06-2022,Chennai,Kolkata,13:15:00,15:35,2h 20m,non-stop,3597
Air India,18-03-2022,Banglore,New Delhi,11:05:00,22:10,11h 5m,2 stops,10846
Air India,01-03-2022,Banglore,New Delhi,05:50:00,22:45,16h 55m,1 stop,14069
Jet Airways,01-04-2022,Delhi,Cochin,22:50:00,12:35 02 ,13h 45m,1 stop,5177
Air India,06-03-2022,Delhi,Cochin,05:55:00,07:40 07 ,25h 45m,2 stops,14641
IndiGo,06-06-2022,Delhi,Cochin,08:35:00,22:30,13h 55m,1 stop,6442
Air India,21-03-2022,Delhi,Cochin,17:45:00,23:00,5h 15m,1 stop,5704
Jet Airways,06-05-2022,Kolkata,Banglore,14:05:00,09:20 07 ,19h 15m,1 stop,9663
Jet Airways,06-06-2022,Delhi,Cochin,20:55:00,04:25 07 ,7h 30m,1 stop,14714
Jet Airways,01-04-2022,Delhi,Cochin,10:00:00,19:00,9h,1 stop,5406
Vistara,15-05-2022,Kolkata,Banglore,20:20:00,20:20 16 ,24h,1 stop,8610
Jet Airways,12-06-2022,Delhi,Cochin,18:25:00,12:35 13 ,18h 10m,2 stops,14237
IndiGo,09-06-2022,Banglore,Delhi,07:10:00,10:05,2h 55m,non-stop,4823
IndiGo,27-03-2022,Mumbai,Hyderabad,20:05:00,21:35,1h 30m,non-stop,2227
Jet Airways,18-05-2022,Delhi,Cochin,07:05:00,04:25 19 ,21h 20m,1 stop,12373
Air India,06-06-2022,Delhi,Cochin,13:00:00,19:15,6h 15m,1 stop,8372
Jet Airways,03-03-2022,Delhi,Cochin,13:55:00,04:25 04 ,14h 30m,1 stop,17024
Air India,27-05-2022,Mumbai,Hyderabad,21:05:00,22:25,1h 20m,non-stop,3100
Jet Airways,09-03-2022,Delhi,Cochin,06:50:00,19:45,12h 55m,1 stop,14053
IndiGo,09-05-2022,Chennai,Kolkata,05:15:00,07:40,2h 25m,non-stop,3540
Vistara,21-05-2022,Kolkata,Banglore,20:20:00,18:50 22 ,22h 30m,1 stop,9345
Jet Airways,01-06-2022,Delhi,Cochin,05:30:00,04:25 02 ,22h 55m,2 stops,10368
Jet Airways,01-03-2022,Banglore,New Delhi,07:00:00,12:25,5h 25m,1 stop,26890
SpiceJet,09-03-2022,Mumbai,Hyderabad,08:50:00,10:15,1h 25m,non-stop,5755
Jet Airways,21-03-2022,Banglore,New Delhi,08:55:00,16:10,7h 15m,1 stop,7832
Jet Airways,06-05-2022,Kolkata,Banglore,08:25:00,20:45,12h 20m,1 stop,14388
Air India,27-06-2022,Delhi,Cochin,13:15:00,09:25 28 ,20h 10m,2 stops,8839
Air India,03-03-2022,Delhi,Cochin,22:00:00,19:15 04 ,21h 15m,2 stops,22096
Vistara,27-05-2022,Chennai,Kolkata,07:05:00,09:20,2h 15m,non-stop,3687
Multiple carriers,15-05-2022,Delhi,Cochin,08:30:00,19:00,10h 30m,1 stop,9627
Multiple carriers,21-03-2022,Delhi,Cochin,11:30:00,01:35 22 ,14h 5m,1 stop,13542
IndiGo,27-04-2022,Banglore,Delhi,04:00:00,06:50,2h 50m,non-stop,4423
IndiGo,03-03-2022,Delhi,Cochin,04:55:00,21:20,16h 25m,2 stops,8899
SpiceJet,21-04-2022,Delhi,Cochin,06:05:00,11:20,5h 15m,1 stop,5583
Air Asia,27-05-2022,Delhi,Cochin,16:45:00,06:35 28 ,13h 50m,1 stop,6752
SpiceJet,21-05-2022,Chennai,Kolkata,08:20:00,10:35,2h 15m,non-stop,3543
Jet Airways,21-03-2022,Banglore,New Delhi,08:00:00,15:15,7h 15m,1 stop,7832
Air India,01-05-2022,Kolkata,Banglore,05:50:00,08:55 02 ,27h 5m,2 stops,10991
Jet Airways,27-05-2022,Delhi,Cochin,09:00:00,12:35 28 ,27h 35m,1 stop,12898
Jet Airways,27-05-2022,Delhi,Cochin,14:00:00,19:00,5h,1 stop,12898
GoAir,24-05-2022,Banglore,Delhi,11:40:00,14:30,2h 50m,non-stop,3398
Air India,24-04-2022,Delhi,Cochin,05:10:00,08:00,2h 50m,non-stop,5201
Air India,06-05-2022,Kolkata,Banglore,10:00:00,01:20 07 ,15h 20m,2 stops,13873
Air India,15-06-2022,Delhi,Cochin,17:40:00,23:00,5h 20m,1 stop,7384
Jet Airways,06-06-2022,Delhi,Cochin,18:15:00,04:25 07 ,10h 10m,1 stop,10262
Jet Airways,24-03-2022,Kolkata,Banglore,08:25:00,12:00 25 ,27h 35m,1 stop,10031
Jet Airways,06-05-2022,Kolkata,Banglore,09:35:00,19:10,9h 35m,1 stop,12384
Jet Airways,09-05-2022,Kolkata,Banglore,14:05:00,18:15 10 ,28h 10m,1 stop,7757
Jet Airways,06-03-2022,Banglore,New Delhi,21:25:00,11:25 07 ,14h,1 stop,17261
SpiceJet,01-03-2022,Chennai,Kolkata,09:30:00,12:05,2h 35m,non-stop,7298
Jet Airways,06-04-2022,Banglore,Delhi,15:15:00,18:10,2h 55m,non-stop,7229
IndiGo,01-04-2022,Kolkata,Banglore,04:40:00,07:15,2h 35m,non-stop,4174
IndiGo,18-05-2022,Kolkata,Banglore,17:35:00,22:15,4h 40m,1 stop,5699
Air India,24-04-2022,Kolkata,Banglore,14:15:00,16:45,2h 30m,non-stop,4880
Air India,06-03-2022,Delhi,Cochin,08:00:00,19:15,11h 15m,1 stop,15284
Jet Airways,24-03-2022,Kolkata,Banglore,08:25:00,16:20,7h 55m,1 stop,13759
Vistara,24-03-2022,Kolkata,Banglore,09:55:00,18:45,8h 50m,1 stop,16092
IndiGo,09-03-2022,Mumbai,Hyderabad,06:20:00,07:45,1h 25m,non-stop,4392
Jet Airways,24-06-2022,Delhi,Cochin,20:55:00,12:35 25 ,15h 40m,1 stop,10262
SpiceJet,12-06-2022,Kolkata,Banglore,06:55:00,09:30,2h 35m,non-stop,3841
GoAir,01-06-2022,Banglore,Delhi,07:45:00,10:40,2h 55m,non-stop,5048
Air India,21-05-2022,Kolkata,Banglore,07:00:00,20:25,13h 25m,1 stop,11096
IndiGo,24-04-2022,Delhi,Cochin,07:35:00,12:10,4h 35m,1 stop,5073
Jet Airways,03-03-2022,Delhi,Cochin,09:55:00,04:25 04 ,18h 30m,1 stop,19828
Vistara,21-03-2022,Chennai,Kolkata,07:05:00,09:20,2h 15m,non-stop,3739
Air India,09-03-2022,Delhi,Cochin,05:00:00,19:15 10 ,38h 15m,2 stops,10598
Jet Airways,15-06-2022,Banglore,Delhi,18:55:00,22:00,3h 5m,non-stop,7229
Vistara,01-04-2022,Kolkata,Banglore,17:00:00,18:50 02 ,25h 50m,1 stop,8610
Vistara,09-05-2022,Delhi,Cochin,14:40:00,17:50,3h 10m,non-stop,6216
Air India,09-06-2022,Banglore,Delhi,13:20:00,16:10,2h 50m,non-stop,6961
Jet Airways,06-05-2022,Kolkata,Banglore,09:35:00,21:05,11h 30m,1 stop,10703
Jet Airways,15-05-2022,Kolkata,Banglore,17:00:00,23:35,6h 35m,1 stop,14151
Jet Airways,09-05-2022,Kolkata,Banglore,06:30:00,10:05 10 ,27h 35m,1 stop,8586
IndiGo,12-04-2022,Kolkata,Banglore,20:20:00,22:55,2h 35m,non-stop,4488
Multiple carriers,15-06-2022,Delhi,Cochin,18:00:00,01:30 16 ,7h 30m,1 stop,7408
Jet Airways,18-04-2022,Delhi,Cochin,11:00:00,14:15,3h 15m,non-stop,5443
Jet Airways,12-06-2022,Kolkata,Banglore,09:35:00,19:10,9h 35m,1 stop,10539
